name,address,manager,phone,fax,street,city,zip,province,id,address_original,llaccuracy,lat,lng,zipmatch,ziplat,ziplng,fsa
River Heights Pharmacy License # 34603 ,"1425 Corydon Avenue, Suite 101A, Winnipeg, MB  R3N 2C7, Canada", Pharmacy Manager: Ashley Ewasiuk , (204) 284-1442 , (204) 284-1446 ,"1425 Corydon Avenue, Suite 101A",Winnipeg,R3N 2C7,MB,1613,"Winnipeg, Manitoba R3N 2C7",0.6,49.868121,-97.161405,false,49.8651175625538,-97.2041780002177,R3N
River West Pharmacy License # 33804 ,"Unit 5 - 6500 Roblin Blvd., Winnipeg, MB  R3R 3P9, Canada", Pharmacy Manager: Emad Khalil , (204) 885-3232 , (204) 885-3233 ,Unit 5 - 6500 Roblin Blvd.,Winnipeg,R3R 3P9,MB,1614,"Winnipeg, Manitoba R3R 3P9",1.0,49.8844,-97.14704,false,49.8546255598353,-97.2872824419109,R3R
Riverton Pharmacy License # 33770 ,"Box 358, 1 Broadway Street, Riverton, MB  R0C 2R0, Canada", Pharmacy Manager: Joseph Tawfilous , (204) 378-5161 , (204) 378-5165 ,"Box 358, 1 Broadway Street",Riverton,R0C 2R0,MB,1615,"Riverton, Manitoba R0C 2R0",1.0,50.99831,-96.99676,true,50.8573388683307,-97.7974252320056,R0C
Riverview Health Centre Dispensary License # 12700 ,"1 Morley Avenue, Winnipeg, MB  R3L 2P4, Canada", Pharmacy Manager: B. Grace Van Dyck , (204) 478-6245 , Fax: ,1 Morley Avenue,Winnipeg,R3L 2P4,MB,1616,"Winnipeg, Manitoba R3L 2P4",0.9,49.868875,-97.12202,true,49.8674348090493,-97.1351286124883,R3L
Roblin District Health Centre Pharmacy License # 12902 ,"15 Hospital Street, Roblin, MB  R0L 1P0, Canada", Pharmacy Manager: Kathleen Gwen Stovel , (204) 937-2142 , Fax: ,15 Hospital Street,Roblin,R0L 1P0,MB,1617,"Roblin, Manitoba R0L 1P0",0.6,51.222447,-101.361186,true,52.3283909066404,-98.77723225685,R0L
Ronald Pharmacy License # 34434 ,"4-2727 Portage Avenue, Winnipeg, MB  R3J 0R2, Canada", Pharmacy Manager: Denise Hunt , (204) 691-7777 , (204) 691-7778 ,4-2727 Portage Avenue,Winnipeg,R3J 0R2,MB,1618,"Winnipeg, Manitoba R3J 0R2",0.6,49.878467,-97.273461,true,49.892742010054,-97.2433785402827,R3J
Rossburn Pharmacy License # 13071 ,"23 Main Street N., Rossburn, MB  R0J 1V0, Canada", Pharmacy Manager: Glen Guttman , (204) 859-2705 , Fax: ,23 Main Street N.,Rossburn,R0J 1V0,MB,1619,"Rossburn, Manitoba R0J 1V0",0.9,50.668502,-100.81067,true,50.5872290041767,-100.157751597964,R0J
Rosser Pharmacy License # 31756 ,"841 Rosser Avenue, Brandon, MB  R7A 0L1, Canada", Pharmacy Manager: Joanne Orsted , (204) 725-4114 , Fax: ,841 Rosser Avenue,Brandon,R7A 0L1,MB,1620,"Brandon, Manitoba R7A 0L1",0.9,49.84862,-99.949595,true,49.7935270026099,-99.9593823803396,R7A
Rossmere Pharmacy License # 34715 ,"Unit D - 1046 Henderson Highway, Winnipeg, MB  R2K 2M5, Canada", Pharmacy Manager: Hajra Mirza , (204) 615-6050 , (204) 615-6052 ,Unit D - 1046 Henderson Highway,Winnipeg,R2K 2M5,MB,1621,"Winnipeg, Manitoba R2K 2M5",1.0,49.8844,-97.14704,false,49.9216210047239,-97.0847519043882,R2K
Rothesay Pharmacy License # 35312 ,"1202 Rothesay Street, Winnipeg, MB  R2G 1T7, Canada", Pharmacy Manager: Mirana Morcos , (204) 416-7770 , (204) 416-7797 ,1202 Rothesay Street,Winnipeg,R2G 1T7,MB,1622,"Winnipeg, Manitoba R2G 1T7",0.9,49.937459,-97.080207,true,49.9428476364278,-97.0682276122556,R2G
Russell Health District Pharmacy License # 12036 ,"426 Alexandria Avenue S., Russell, MB  R0J 1W0, Canada", Pharmacy Manager: Kathryn Adriaansen , (204) 773-7558 , Fax: ,426 Alexandria Avenue S.,Russell,R0J 1W0,MB,1623,"Russell, Manitoba R0J 1W0",0.9,50.777815,-101.276269,true,50.5872290041767,-100.157751597964,R0J
Safety Drugs License # 12047 ,"101 - 355 Ellice Avenue, Winnipeg, MB  R3B 1X8, Canada", Pharmacy Manager: Wade Shing , (204) 942-3355 , (204) 942-3356 ,101 - 355 Ellice Avenue,Winnipeg,R3B 1X8,MB,1624,"Winnipeg, Manitoba R3B 1X8",0.8,49.894655,-97.14634,true,49.8978322535981,-97.1400782950996,R3B
Safeway Pharmacy #4821 License # 33769 ,"1441 Henderson Highway, Winnipeg, MB  R2G 1N4, Canada", Pharmacy Manager: Kristopher Marcinowski , (204) 338-0225 , (204) 338-0291 ,1441 Henderson Highway,Winnipeg,R2G 1N4,MB,1625,"Winnipeg, Manitoba R2G 1N4",0.7,49.945742,-97.086495,true,49.9428476364278,-97.0682276122556,R2G
Safeway Pharmacy #4822 License # 10292 ,"1612 Ness Avenue, Winnipeg, MB  R3J 0H7, Canada", Pharmacy Manager: Joan Cummings , (204) 775-2414 , (204) 774-9748 ,1612 Ness Avenue,Winnipeg,R3J 0H7,MB,1626,"Winnipeg, Manitoba R3J 0H7",0.6,49.884289,-97.216715,true,49.892742010054,-97.2433785402827,R3J
Safeway Pharmacy #4823 License # 10416 ,"600 Sargent Avenue, Winnipeg, MB  R3E 0A1, Canada", Pharmacy Manager: Matthew Tomiak , (204) 775-2576 , (204) 786-2397 ,600 Sargent Avenue,Winnipeg,R3E 0A1,MB,1627,"Winnipeg, Manitoba R3E 0A1",0.9,49.896425,-97.158997,false,49.9085461037398,-97.1779899320052,R3E
Safeway Pharmacy #4824 License # 31408 ,"594 Mountain Avenue, Winnipeg, MB  R2W 1L2, Canada", Pharmacy Manager: Eva Gibson , (204) 589-0788 , (204) 589-6011 ,594 Mountain Avenue,Winnipeg,R2W 1L2,MB,1628,"Winnipeg, Manitoba R2W 1L2",0.9,49.924248,-97.143407,true,49.9195505643921,-97.1349834808163,R2W
Safeway Pharmacy #4826 License # 31475 ,"1319 Pembina Highway, Winnipeg, MB  R3T 2B6, Canada", Pharmacy Manager: Saminder Gujral , (204) 477-5404 , Fax: ,1319 Pembina Highway,Winnipeg,R3T 2B6,MB,1629,"Winnipeg, Manitoba R3T 2B6",0.33,49.8844,-97.14704,false,49.8152473212387,-97.1530208040787,R3T
Safeway Pharmacy #4828 License # 31936 ,"318 Manitoba Avenue, Selkirk, MB  R1A 0Y7, Canada", Pharmacy Manager: Shawn Meadows , (204) 482-8887 , Fax: ,318 Manitoba Avenue,Selkirk,R1A 0Y7,MB,1630,"Selkirk, Manitoba R1A 0Y7",0.6,50.147485,-96.877285,true,50.1504232770174,-96.9867107093456,R1A
Safeway Pharmacy #4829 License # 12788 ,"921-18th Street N., Brandon, MB  R7A 7S1, Canada", Pharmacy Manager: Russel Jose , (204) 727-0924 , (204) 726-9219 ,921-18th Street N.,Brandon,R7A 7S1,MB,1631,"Brandon, Manitoba R7A 7S1",0.9,49.866563,-99.96177,true,49.7935270026099,-99.9593823803396,R7A
Safeway Pharmacy #4832 License # 31846 ,"300 Mystery Lake Road, Thompson, MB  R8N 0M2, Canada", Pharmacy Manager: Emma Grace Navarro , (204) 677-3064 , (204) 677-5828 ,300 Mystery Lake Road,Thompson,R8N 0M2,MB,1632,"Thompson, Manitoba R8N 0M2",0.5,55.745527,-97.850873,true,55.7578349243891,-97.8415392971175,R8N
Safeway Pharmacy #4842 License # 10393 ,"285 Marion Street, Winnipeg, MB  R2H 0T8, Canada", Pharmacy Manager: Nicholas Rusnick , (204) 237-6803 , (204) 237-1192 ,285 Marion Street,Winnipeg,R2H 0T8,MB,1633,"Winnipeg, Manitoba R2H 0T8",0.9,49.881921,-97.115232,true,49.8850792463138,-97.1170775188848,R2H
Safeway Pharmacy #4844 License # 10348 ,"655 Osborne Street, Winnipeg, MB  R3L 2B7, Canada", Pharmacy Manager: Shaun Kohut , (204) 452-8604 , (204) 453-7126 ,655 Osborne Street,Winnipeg,R3L 2B7,MB,1634,"Winnipeg, Manitoba R3L 2B7",0.9,49.863476,-97.133055,true,49.8674348090493,-97.1351286124883,R3L
Safeway Pharmacy #4847 License # 10258 ,"2155 Pembina Highway, Winnipeg, MB  R3T 2H1, Canada", Pharmacy Manager: Elizabeth Locke , (204) 261-9870 , (204) 269-8895 ,2155 Pembina Highway,Winnipeg,R3T 2H1,MB,1635,"Winnipeg, Manitoba R3T 2H1",0.33,49.8844,-97.14704,false,49.8152473212387,-97.1530208040787,R3T
Safeway Pharmacy #4848 License # 10337 ,"850 Keewatin Street, Winnipeg, MB  R2R 0Z5, Canada", Pharmacy Manager: Pasit Shing , (204) 694-4419 , (204) 632-0408 ,850 Keewatin Street,Winnipeg,R2R 0Z5,MB,1636,"Winnipeg, Manitoba R2R 0Z5",0.6,49.924533,-97.195351,true,49.9473841994537,-97.2106383060693,R2R
Safeway Pharmacy #4849 License # 31925 ,"2025 Corydon Avenue, Winnipeg, MB  R3P 0N5, Canada", Pharmacy Manager: Roslyn Lestition , (204) 488-4996 , (204) 488-4842 ,2025 Corydon Avenue,Winnipeg,R3P 0N5,MB,1637,"Winnipeg, Manitoba R3P 0N5",0.6,49.868121,-97.161405,false,49.8425075692665,-97.2165857746473,R3P
Safeway Pharmacy #4851 License # 10359 ,"3393 Portage Avenue, Winnipeg, MB  R3K 2G7, Canada", Pharmacy Manager: Darren Warren , (204) 888-5600 , (204) 889-0824 ,3393 Portage Avenue,Winnipeg,R3K 2G7,MB,1638,"Winnipeg, Manitoba R3K 2G7",0.6,49.878474,-97.216024,false,49.8734500204727,-97.299559680741,R3K
Safeway Pharmacy #4853 License # 10315 ,"920 Jefferson Avenue, Winnipeg, MB  R2P 1W1, Canada", Pharmacy Manager: Heidi Chernecki , (204) 694-1829 , (204) 697-9015 ,920 Jefferson Avenue,Winnipeg,R2P 1W1,MB,1639,"Winnipeg, Manitoba R2P 1W1",0.6,49.944074,-97.151758,false,49.9673715841503,-97.1559834424232,R2P
Safeway Pharmacy #4854 License # 10304 ,"3900 Grant Avenue, Winnipeg, MB  R3R 3C2, Canada", Pharmacy Manager: Martha Mikulak , (204) 889-2350 , (204) 896-5782 ,3900 Grant Avenue,Winnipeg,R3R 3C2,MB,1640,"Winnipeg, Manitoba R3R 3C2",0.6,49.856574,-97.194067,false,49.8546255598353,-97.2872824419109,R3R
Safeway Pharmacy #4855 License # 10360 ,"500-1615 Regent Avenue W., Winnipeg, MB  R2C 5C6, Canada", Pharmacy Manager: Dana Gillis , (204) 663-6824 , (204) 663-2264 ,500-1615 Regent Avenue W.,Winnipeg,R2C 5C6,MB,1641,"Winnipeg, Manitoba R2C 5C6",0.4,49.895267,-96.994215,true,49.9216401835053,-96.962472943816,R2C
Safeway Pharmacy #4856 License # 10405 ,"2 Alpine Avenue, Winnipeg, MB  R2M 0Y5, Canada", Pharmacy Manager: Chris Jenkins , (204) 255-8377 , Fax: ,2 Alpine Avenue,Winnipeg,R2M 0Y5,MB,1642,"Winnipeg, Manitoba R2M 0Y5",0.9,49.855763,-97.102869,true,49.8398976784224,-97.1147932462384,R2M
Safeway Pharmacy #4857 License # 12867 ,"654 Kildare Avenue E., Winnipeg, MB  R2C 0P6, Canada", Pharmacy Manager: Kurt Fischer , (204) 222-6849 , (204) 224-3824 ,654 Kildare Avenue E.,Winnipeg,R2C 0P6,MB,1643,"Winnipeg, Manitoba R2C 0P6",0.9,49.900724,-96.986487,true,49.9216401835053,-96.962472943816,R2C
Safeway Pharmacy #4859 License # 31969 ,"1625 Kenaston Blvd, Winnipeg, MB  R3P 2M4, Canada", Pharmacy Manager: Shane Wilkins , (204) 488-9411 , (204) 489-9788 ,1625 Kenaston Blvd,Winnipeg,R3P 2M4,MB,1644,"Winnipeg, Manitoba R3P 2M4",0.6,49.864279,-97.206181,false,49.8425075692665,-97.2165857746473,R3P
Safeway Pharmacy #4867 License # 31914 ,"499 River Avenue, Winnipeg, MB  R3L 0C9, Canada", Pharmacy Manager: Elizabeth Northcott , (204) 474-2297 , (204) 474-2407 ,499 River Avenue,Winnipeg,R3L 0C9,MB,1645,"Winnipeg, Manitoba R3L 0C9",0.9,49.878602,-97.148346,true,49.8674348090493,-97.1351286124883,R3L
Santa Maria Pharmacy License # 33703 ,"1599 St. Mary's Road, Winnipeg, MB  R2M 3W3, Canada", Pharmacy Manager: Adel Shenoda , (204) 256-0099 , (204) 256-5533 ,1599 St. Mary's Road,Winnipeg,R2M 3W3,MB,1646,"Winnipeg, Manitoba R2M 3W3",0.6,49.853668,-97.111622,true,49.8398976784224,-97.1147932462384,R2M
Save-On-Foods Pharmacy #4405 - Bridgwater License # 34793 ,"#410 - 400 North Town Road, Winnipeg, MB  R3Y 0Y3, Canada", Pharmacy Manager: Edmund Yu , (204) 452-0254 , Fax: ,#410 - 400 North Town Road,Winnipeg,R3Y 0Y3,MB,1647,"Winnipeg, Manitoba R3Y 0Y3",0.33,49.8844,-97.14704,false,49.795967119535,-97.1936027687694,R3Y
Save-On-Foods Pharmacy #4410 - Northgate License # 34805 ,"1399 McPhillips Street, Winnipeg, MB  R2V 3C4, Canada", Pharmacy Manager: Raquel Pacis , (204) 334-1075 , Fax: ,1399 McPhillips Street,Winnipeg,R2V 3C4,MB,1648,"Winnipeg, Manitoba R2V 3C4",0.6,49.929974,-97.168025,false,49.9567636273053,-97.1126084183615,R2V
Save-On-Foods Pharmacy #4415 - St. James License # 34816 ,"850 St. James Street, Winnipeg, MB  R3G 3L7, Canada", Pharmacy Manager: Daehong Kim , (204) 783-9275 , Fax: ,850 St. James Street,Winnipeg,R3G 3L7,MB,1649,"Winnipeg, Manitoba R3G 3L7",0.6,49.896671,-97.200368,false,49.8881694617585,-97.1814314509263,R3G
Scales Drug Store License # 12069 ,"900 Main Street E., Box 220, Swan River, MB  R0L 1Z0, Canada", Pharmacy Manager: Christine Klimuk , (204) 734-3411 , Fax: ,"900 Main Street E., Box 220",Swan River,R0L 1Z0,MB,1650,"Swan River, Manitoba R0L 1Z0",0.9,52.106201,-101.264651,true,52.3283909066404,-98.77723225685,R0L
Selkirk Mental Health Centre Pharmacy License # 12081 ,"P.O. Box 9600, Selkirk, MB  R1A 2B5, Canada", Pharmacy Manager: Lorraine Graham , (204) 482-3810 , Fax: ,P.O. Box 9600,Selkirk,R1A 2B5,MB,1651,"Selkirk, Manitoba R1A 2B5",1.0,50.1436,-96.88452,true,50.1504232770174,-96.9867107093456,R1A
Selkirk Pharmacy License # 35008 ,"24 - 353 Eveline Street, Selkirk, MB  R1A 1N1, Canada", Pharmacy Manager: Inderpaul Ruprai , (204) 482-8913 , (204) 482-8907 ,24 - 353 Eveline Street,Selkirk,R1A 1N1,MB,1652,"Selkirk, Manitoba R1A 1N1",0.8,50.142313,-96.870719,true,50.1504232770174,-96.9867107093456,R1A
Selkirk Regional Health Centre Pharmacy License # 34940 ,"120 Easton Drive, Selkirk, MB  R1A 2M2, Canada", Pharmacy Manager: Kurt Schroeder , (204) 785-7252 , Fax: ,120 Easton Drive,Selkirk,R1A 2M2,MB,1653,"Selkirk, Manitoba R1A 2M2",0.5,50.150449,-96.882673,true,50.1504232770174,-96.9867107093456,R1A
Serenity Pharmacy License # 34366 ,"1189 Pembina Highway, Winnipeg, MB  R3T 2A5, Canada", Pharmacy Manager: Bassem Ibrahim , (204) 452-3814 , (204) 452-3815 ,1189 Pembina Highway,Winnipeg,R3T 2A5,MB,1654,"Winnipeg, Manitoba R3T 2A5",0.33,49.8844,-97.14704,false,49.8152473212387,-97.1530208040787,R3T
Seven Oaks General Hospital Pharmacy License # 12092 ,"2300 McPhillips Street, Winnipeg, MB  R2V 3M3, Canada", Pharmacy Manager: Cenzina Caligiuri , (204) 632-3151 , Fax: ,2300 McPhillips Street,Winnipeg,R2V 3M3,MB,1655,"Winnipeg, Manitoba R2V 3M3",0.6,49.929974,-97.168025,false,49.9567636273053,-97.1126084183615,R2V
Shawano Pharmacy License # 35198 ,"5th Floor, 360 Broadway Avenue, Winnipeg, MB  R3C 0T6, Canada", Pharmacy Manager: Carey Lai , (204) 944-1577 , (204) 944-1540 ,"5th Floor, 360 Broadway Avenue",Winnipeg,R3C 0T6,MB,1656,"Winnipeg, Manitoba R3C 0T6",1.0,49.8844,-97.14704,true,50.0026996074844,-97.260483095031,R3C
Shoal Lake Pharmacy Ltd. License # 10887 ,"Box 119, 355 Station Road, Shoal Lake, MB  R0J 1Z0, Canada", Pharmacy Manager: Joanne Johnson , (204) 759-2300 , (204) 759-2505 ,"Box 119, 355 Station Road",Shoal Lake,R0J 1Z0,MB,1657,"Shoal Lake, Manitoba R0J 1Z0",1.0,50.43781,-100.59196,true,50.5872290041767,-100.157751597964,R0J
Shoppers Drug Mart #2404 License # 32803 ,"917 Portage Avenue, Winnipeg, MB  R3G 0P6, Canada", Pharmacy Manager: Marilyn Sidhu , (204) 775-5008 , (204) 775-5244 ,917 Portage Avenue,Winnipeg,R3G 0P6,MB,1658,"Winnipeg, Manitoba R3G 0P6",0.9,49.884982,-97.171515,true,49.8881694617585,-97.1814314509263,R3G
Shoppers Drug Mart #2406 License # 32634 ,"2533 Portage Avenue, Winnipeg, MB  R3J 0P1, Canada", Pharmacy Manager: Kerri Rotzien , (204) 896-3256 , (204) 896-3884 ,2533 Portage Avenue,Winnipeg,R3J 0P1,MB,1659,"Winnipeg, Manitoba R3J 0P1",0.6,49.878474,-97.216024,true,49.892742010054,-97.2433785402827,R3J
Shoppers Drug Mart #2414 License # 12474 ,"409 Tache Avenue, Winnipeg, MB  R2H 2A6, Canada", Pharmacy Manager: Sara Ayalew , (204) 231-4000 , (204) 231-4012 ,409 Tache Avenue,Winnipeg,R2H 2A6,MB,1660,"Winnipeg, Manitoba R2H 2A6",0.9,49.884057,-97.123588,true,49.8850792463138,-97.1170775188848,R2H
Shoppers Drug Mart #2419 License # 11833 ,"1 - 777 Norquay Drive, Winkler, MB  R6W 2S2, Canada", Pharmacy Manager: Zahid Zehri , (204) 325-4744 , Fax: ,1 - 777 Norquay Drive,Winkler,R6W 2S2,MB,1661,"Winkler, Manitoba R6W 2S2",0.8,49.190332,-97.93125,true,49.1349396526079,-97.9553030681071,R6W
Shoppers Drug Mart #2421 License # 11574 ,"1017 McPhillips Street, Winnipeg, MB  R2X 2K6, Canada", Pharmacy Manager: Harris Sohail , (204) 586-8091 , (204) 589-8699 ,1017 McPhillips Street,Winnipeg,R2X 2K6,MB,1662,"Winnipeg, Manitoba R2X 2K6",0.9,49.932011,-97.166092,true,49.9321075397869,-97.1735542589428,R2X
Shoppers Drug Mart #2422 License # 33118 ,"777 Sherbrook Street W., Winnipeg, MB  R3A 1M2, Canada", Pharmacy Manager: Krunal Shah , (204) 772-1317 , (204) 786-1913 ,777 Sherbrook Street W.,Winnipeg,R3A 1M2,MB,1663,"Winnipeg, Manitoba R3A 1M2",0.9,49.901745,-97.157485,false,49.9041875372257,-97.1466666962782,R3A
Shoppers Drug Mart #2424 License # 33129 ,"139 Victoria Avenue East, Brandon, MB  R7A 1Z1, Canada", Pharmacy Manager: Brittany Creamer , (204) 727-4248 , (204) 727-4676 ,139 Victoria Avenue East,Brandon,R7A 1Z1,MB,1664,"Brandon, Manitoba R7A 1Z1",0.9,49.842302,-99.937654,true,49.7935270026099,-99.9593823803396,R7A
Shoppers Drug Mart #2428 License # 33130 ,"710 St. Anne's Road, Winnipeg, MB  R2N 0A2, Canada", Pharmacy Manager: Shannon Friesen , (204) 254-6316 , (204) 254-6703 ,710 St. Anne's Road,Winnipeg,R2N 0A2,MB,1665,"Winnipeg, Manitoba R2N 0A2",0.9,49.824434,-97.083787,true,49.7844138289255,-97.097847074096,R2N
Shoppers Drug Mart #2444 License # 33220 ,"6670 Roblin Blvd., Winnipeg, MB  R3R 1X1, Canada", Pharmacy Manager: Shannon Wilson , (204) 831-5222 , (204) 831-5229 ,6670 Roblin Blvd.,Winnipeg,R3R 1X1,MB,1666,"Winnipeg, Manitoba R3R 1X1",0.9,49.86378,-97.316767,true,49.8546255598353,-97.2872824419109,R3R
Shoppers Drug Mart #2460 License # 33376 ,"1122 Pembina Highway, Winnipeg, MB  R3T 2A2, Canada", Pharmacy Manager: Tracy Bellyou , (204) 284-8895 , (204) 284-5729 ,1122 Pembina Highway,Winnipeg,R3T 2A2,MB,1667,"Winnipeg, Manitoba R3T 2A2",0.33,49.8844,-97.14704,false,49.8152473212387,-97.1530208040787,R3T
Shoppers Drug Mart #2501 License # 33499 ,"100-1155 Concordia Avenue, Winnipeg, MB  R2K 2M9, Canada", Pharmacy Manager: Crystal Derworiz , (204) 669-1722 , (204) 669-1998 ,100-1155 Concordia Avenue,Winnipeg,R2K 2M9,MB,1668,"Winnipeg, Manitoba R2K 2M9",0.6,49.911708,-97.053601,false,49.9216210047239,-97.0847519043882,R2K
Shoppers Drug Mart #2502 License # 34614 ,"700-50 Sage Creek Blvd., Winnipeg, MB  R3X 0J6, Canada", Pharmacy Manager: Samuel Shuster , (204) 254-7771 , (204) 254-8271 ,700-50 Sage Creek Blvd.,Winnipeg,R3X 0J6,MB,1669,"Winnipeg, Manitoba R3X 0J6",0.2,49.890558,-97.296427,false,49.817596384013,-97.0543700485497,R3X
Shoppers Drug Mart #2505 License # 33556 ,"2512 Main Street, Winnipeg, MB  R2V 4Y1, Canada", Pharmacy Manager: Erika Kuzyk , (204) 334-6008 , (204) 334-6332 ,2512 Main Street,Winnipeg,R2V 4Y1,MB,1670,"Winnipeg, Manitoba R2V 4Y1",0.9,49.957212,-97.094805,true,49.9567636273053,-97.1126084183615,R2V
Shoppers Drug Mart #2506 License # 35334 ,"520 - 350 North Town Road, Winnipeg, MB  R3Y 0Y4, Canada", Pharmacy Manager: Grace Badejo , (204) 269-1477 , (204) 269-1598 ,520 - 350 North Town Road,Winnipeg,R3Y 0Y4,MB,1671,"Winnipeg, Manitoba R3Y 0Y4",0.33,49.8844,-97.14704,false,49.795967119535,-97.1936027687694,R3Y
Shoppers Drug Mart #2511 License # 34401 ,"1750 Plessis Road, Winnipeg, MB  R3W 0H5, Canada", Pharmacy Manager: Eric Sigurdson , (204) 222-3400 , (204) 222-3453 ,1750 Plessis Road,Winnipeg,R3W 0H5,MB,1672,"Winnipeg, Manitoba R3W 0H5",0.6,49.89445,-97.02527,false,49.91730742576,-97.0387693609069,R3W
Shoppers Drug Mart #2514 License # 33949 ,"2160 McGillivray Blvd., Winnipeg, MB  R3Y 1S6, Canada", Pharmacy Manager: Abby Lau , (204) 487-4453 , (204) 487-4557 ,2160 McGillivray Blvd.,Winnipeg,R3Y 1S6,MB,1673,"Winnipeg, Manitoba R3Y 1S6",0.6,49.81852,-97.208906,true,49.795967119535,-97.1936027687694,R3Y
Shoppers Drug Mart #2516 License # 10630 ,"Box 12, 44 Main Street, Teulon, MB  R0C 3B0, Canada", Pharmacy Manager: Michael Olynik , (204) 886-2814 , (204) 886-3306 ,"Box 12, 44 Main Street",Teulon,R0C 3B0,MB,1674,"Teulon, Manitoba R0C 3B0",1.0,50.38581,-97.26176,true,50.8573388683307,-97.7974252320056,R0C
Shoppers Drug Mart #2517 License # 11686 ,"333 Edwards Avenue, Woodlands Post Office, The Pas, MB  R9A 2K0, Canada", Pharmacy Manager: Melissa Dearsley , (204) 623-5331 , (204) 623-5854 ,"333 Edwards Avenue, Woodlands Post Office",The Pas,R9A 2K0,MB,1675,"The Pas, Manitoba R9A 2K0",0.9,53.822857,-101.250474,true,53.7138282684182,-101.427332745223,R9A
Shoppers Drug Mart #530 License # 12182 ,"1050 Leila Avenue, Winnipeg, MB  R2P 1W6, Canada", Pharmacy Manager: Vladimir Yurkov , (204) 339-9221 , (204) 339-1550 ,1050 Leila Avenue,Winnipeg,R2P 1W6,MB,1676,"Winnipeg, Manitoba R2P 1W6",0.6,49.948715,-97.132856,false,49.9673715841503,-97.1559834424232,R2P
Shoppers Drug Mart #532 License # 12216 ,"2656 Pembina Highway, Winnipeg, MB  R3T 2H6, Canada", Pharmacy Manager: Kimi Guilbert , (204) 269-3927 , (204) 261-1931 ,2656 Pembina Highway,Winnipeg,R3T 2H6,MB,1677,"Winnipeg, Manitoba R3T 2H6",0.33,49.8844,-97.14704,false,49.8152473212387,-97.1530208040787,R3T
Shoppers Drug Mart #533 License # 12193 ,"Unit C - 1155 Main Street, Winnipeg, MB  R2W 3S4, Canada", Pharmacy Manager: Erika Simpson , (204) 989-8700 , (204) 582-0248 ,Unit C - 1155 Main Street,Winnipeg,R2W 3S4,MB,1678,"Winnipeg, Manitoba R2W 3S4",1.0,49.8844,-97.14704,false,49.9195505643921,-97.1349834808163,R2W
Shoppers Drug Mart #534 License # 12238 ,"3665 Portage Avenue, Winnipeg, MB  R3K 2G6, Canada", Pharmacy Manager: Shelley Cowie , (204) 885-1620 , (204) 889-7124 ,3665 Portage Avenue,Winnipeg,R3K 2G6,MB,1679,"Winnipeg, Manitoba R3K 2G6",0.6,49.878474,-97.216024,false,49.8734500204727,-97.299559680741,R3K
Shoppers Drug Mart #535 License # 12249 ,"43 Osborne Street, Winnipeg, MB  R3L 1Y2, Canada", Pharmacy Manager: Adrian Gulowaty , (204) 958-7000 , Fax: ,43 Osborne Street,Winnipeg,R3L 1Y2,MB,1680,"Winnipeg, Manitoba R3L 1Y2",0.6,49.867737,-97.136935,true,49.8674348090493,-97.1351286124883,R3L
Shoppers Drug Mart #537 License # 12126 ,"2211 Pembina Highway, Winnipeg, MB  R3T 2H1, Canada", Pharmacy Manager: Britt Kural , (204) 269-8113 , (204) 275-2303 ,2211 Pembina Highway,Winnipeg,R3T 2H1,MB,1681,"Winnipeg, Manitoba R3T 2H1",0.33,49.8844,-97.14704,false,49.8152473212387,-97.1530208040787,R3T
Shoppers Drug Mart #538 License # 12160 ,"1-785 Dakota Street, Winnipeg, MB  R2M 5M3, Canada", Pharmacy Manager: Jim Olynyk , (204) 257-1639 , (204) 254-4688 ,1-785 Dakota Street,Winnipeg,R2M 5M3,MB,1682,"Winnipeg, Manitoba R2M 5M3",0.6,49.824498,-97.102157,false,49.8398976784224,-97.1147932462384,R2M
Shoppers Drug Mart #539 License # 11250 ,"#32-1555 Regent Avenue W., Winnipeg, MB  R2C 4J2, Canada", Pharmacy Manager: Kevin Lussier , (204) 661-8068 , (204) 663-0678 ,#32-1555 Regent Avenue W.,Winnipeg,R2C 4J2,MB,1683,"Winnipeg, Manitoba R2C 4J2",0.4,49.895267,-96.994215,true,49.9216401835053,-96.962472943816,R2C
Shoppers Drug Mart #540 License # 12171 ,"2-360 Main Street, Winnipeg, MB  R3C 3Z8, Canada", Pharmacy Manager: Petr Prochazka , (204) 956-0944 , (204) 943-6838 ,2-360 Main Street,Winnipeg,R3C 3Z8,MB,1684,"Winnipeg, Manitoba R3C 3Z8",0.6,49.923179,-97.126986,false,50.0026996074844,-97.260483095031,R3C
Shoppers Drug Mart #542 License # 12205 ,"2025 Corydon Avenue, Winnipeg, MB  R3P 0N5, Canada", Pharmacy Manager: Arnold Chew , (204) 488-4597 , (204) 487-2890 ,2025 Corydon Avenue,Winnipeg,R3P 0N5,MB,1685,"Winnipeg, Manitoba R3P 0N5",0.6,49.868121,-97.161405,false,49.8425075692665,-97.2165857746473,R3P
Shoppers Drug Mart #544 License # 12159 ,"124 Saskatchewan Avenue E., Portage La Prairie, MB  R1N 0L1, Canada", Pharmacy Manager: Caitlin Giercke , (204) 857-7891 , Fax: ,124 Saskatchewan Avenue E.,Portage La Prairie,R1N 0L1,MB,1686,"Portage La Prairie, Manitoba R1N 0L1",0.9,49.973085,-98.289287,true,49.9594681104984,-98.3193667743966,R1N
